Id,Title,type,track,abstract_url,Authors,Abstract
FGEDJB,PQCUARK: A Scalar RISC-V ISA Extension for ML-KEM and ML-DSA,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RVSummitEU26_PQCUARK_NKwyAKi.pdf,Xavier Carril Gil,"Recent advances in quantum computing threaten conventional public-key cryptographic algorithms, necessitating the adoption of post-quantum schemes such as ML-KEM and ML-DSA. The performance of these schemes is constrained primarily by two computationally intensive kernels: the Number-Theoretic Transform (NTT) and the Keccak-f1600 permutation. 

This work introduces PQCUARK, a scalar RISC-V Instruction Set Architecture (ISA) extension that accelerates both kernels through two tightly integrated units: a packed-SIMD butterfly unit for the NTT and a Keccak engine capable of delivering two rounds per cycle with direct access to the Load-Store Unit. 

Implementation of PQCUARK on an RV64 core and deployment on an FPGA achieves up to a 10.1× speedup over NIST reference software and a 4.2× improvement over optimized implementations, surpassing state-of-the-art solutions by factors ranging from 1.4× to 12.3×. ASIC synthesis in GF22-FDSOI demonstrates only an 8% core-area overhead at 1.2 GHz, with no impact on the critical path."
FLFBGM,An Open-Source RISC-V VM-Level TEE Architecture Implemented on XiangShan Processor,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/An_Open-Source_RISC-V_VM-Level_T_clTRAeF.pdf,Wenhao Wang,"Trusted Execution Environments (TEEs) are essential for cloud security, with Confidential Virtual Machines (CVMs) as the prevailing approach. While proprietary solutions dominate deployments, the RISC-V ecosystem lacks mature open-source CVM implementations despite CoVE progress. This paper presents a VM-level TEE architecture on the open-source XiangShan RISC-V processor, featuring physical isolation of Enclave Management Tasks via dedicated secure cores. We implement bitmap-based page-granularity memory isolation and multi-key memory encryption for fine-grained access control and software-defined full-memory cryptographic protection. Evaluation on FPGA prototypes demonstrates minimal EMS area overhead (<1% of SoC area)."
FP7AUZ,AME-PIM: Breaking the Memory Wall with RISC-V Matrix Extensions and HBM-PIM,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RV_summit_26_PIM_3_ACIiU7D.pdf,Emanuele Venieri,"Matrix workloads, essential in generative AI, increasingly rely on ISA-level (i.e. AMX, SME). The attached matrix extension (AME) is one of the three (IME, AME, VME) ISA extensions  under standardization in RISC-V. In common, all these matrix-ISA assumes extensions of the processor datapath with dedicated matrix acceleration hardware. However, executing matrix kernels requires moving large tiles between memory and processor registers, making performance limited by memory bandwidth.
We investigate whether High Bandwidth Memory with Processing-in-Memory (HBM--PIM) can serve as alternative implementation of AME instructions. We propose a PIM Execution Primitive (PEP) computational model mapping AME ISA onto Samsung Aquabolt-XL HBM-PIM microkernels, using an outer-product dataflow to enable in-memory accumulation, as well as remapping AME tile registers into memory regions—making possible to chain AME instructions without leaving the memory.
Our experiments show AME tile multiplication reaching 14.9 GFLOP/s (59.4 FLOP/cycle) on a HBM--PIM pseudo-channel, demonstrating that HBM--PIM can serve as an implementation of RISC-V matrix extensions."
FRDLL7,CHAKRA-GP: A Retargetable Compiler Framework for RISC-V GPGPU Architectures,talk,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/CHAKRA-EU_RISC-V_1xxRhgu.pdf,"Prachi Pandey, and PRANOSE J EDAVOOR","The emergence of RISC-V as an open and extensible instruction set architecture has enabled the development of domain-specific accelerators and General-Purpose Graphics Processing Units (GPGPUs). While the RISC-V ISA provides support for scalar instructions and the RISC-V Vector Extension (RVV) enables data-parallel vector execution, these models do not directly support the Single-Instruction Multiple-Thread (SIMT) execution paradigm required by modern GPU architectures. Consequently, efficient software enablement for RISC-V–based GPUs requires compiler support capable of generating SIMT-oriented instruction sequences and managing massively parallel execution. This proposal talks about CHAKRA-GP, a hardware-optimized compiler framework for RISC-V–based GPGPU architectures. Built upon LLVM and MLIR infrastructures, CHAKRA-GP provides a scalable compilation pipeline enabling efficient kernel generation, memory optimization, and parallel execution mapping for massively parallel workloads. The compiler targets custom RISC-V GPGPU platforms and enables efficient execution of HPC, scientific computing, and AI workloads. The work demonstrates how an extensible compiler infrastructure can bridge the gap between the RISC-V ISA and SIMT-based GPU execution models, enabling efficient compilation for customizable RISC-V GPGPU architectures."
FWGCHN,APEX: Accelerating FFT on CVA6 with a Tightly Coupled CV-X-IF Co-processor,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/acc_fft_on_cva6_O3MvStJ.pdf,Abdul Wadood,"The Discrete Fourier Transform (DFT) is a cornerstone of digital signal processing, yet its O(N²) complexity makes it computationally prohibitive for large inputs on general-purpose processors. While the Fast Fourier Transform (FFT) reduces this to O(N log N), software implementations remain bottlenecked by arithmetic intensity and operand bandwidth. This paper presents APEX, a tightly coupled FFT co-processor for the open-source CVA6 RISC-V application-class processor, interfaced via an enhanced Core-V eXtension Interface (CV-X-IF). APEX introduces hardware butterfly units driven by custom RISC-V instructions, alongside a dedicated APEX Register File (APR) enabling operand counts beyond what the standard register file supports. Preliminary results applied to a fixed-point mixed-radix FFT of N=512 samples using the KissFFT framework demonstrate over 8× reduction in per-butterfly instruction count and over 87% reduction in total application instructions, with an 83% reduction in clock cycles on a Zybo Z7-20 FPGA with modest area overhead. The final implementation will generalise to radix-3, radix-5, and mixed-radix butterflies for arbitrary N."
FWXFHU,Functional Verification Strategy for a CVA6 MMU,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/MMU__Verification_RISCV_summit_b_FwadpnM.pdf,Tanuj Khandelwal,"Modern processors implement complex features that require unique verification strategies to exhaustively verify the feature and achieve coverage goals faster. The memory management unit (MMU) within the CVA6, with multiple level of table, page tables, lookaside buffers (TLBs), and physical memory protection (PMP) capabilities, is one such feature. It is highly configurable and complex, making an exhaustive verification a real challenge. It requires smart management of different page table entries (PTEs) and PMP entries, to simulate different types of exceptions, page faults and PMP access errors. This work is done using an Universal Verification Method (UVM) framework provinding an efficient means creating PMPs and PTEs, thus simplifying the verification of MMU."
FYCK9P,Spike-RTL: Two technologies for fast and accurate SW-RTL co-simulation,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/Spike-RTL_SOUxUPn.pdf,Eugenio Villar,"The verification of integrated systems traditionally relies on detailed Register Transfer Level (RTL) simulations to ensure functional correctness before hardware implementation. While RTL simulation provides cycle-accurate behavior and can even achieve event-level precision when combinational delays are modeled, it suffers from extremely long execution times. Simulating complex software workloads such as booting an operating system may require several days of simulation time.
Instruction Set Simulators (ISS) provide a faster alternative for software execution. In the RISC-V ecosystem, Spike is the reference ISS and can achieve simulation speeds several orders of magnitude faster than equivalent RTL processor models. However, replacing the processor RTL model with an ISS introduces temporal discrepancies that may affect the accuracy of system-level simulations. This work presents Spike-RTL, a HW/SW co-simulation framework that integrates the Spike ISS with RTL models of the remaining hardware components. The tool supports both Verilog simulation and C/SystemC HW models (e.g. generated using Verilator). Experimental results show simulation speedups of up to 40× compared to Verilog simulation and 4× compared to Verilator, while maintaining timing errors on the order of 10%. The framework also introduces configurable timing models for instruction execution, cache miss latency integration, and variable-granularity synchronization mechanisms between ISS and RTL components."
G7Y79Q,ARCANE: Enabling High-Performance In-Cache Tensor Extensions in RISC-V,talk,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/ARCANE_summit_4_PJIeEJl.pdf,"Vincenzo Petrolo, and Flavia Guella","Modern data-centric workloads increasingly expose the limitations of traditional von Neumann architectures, where excessive data movement limits throughput and energy efficiency.
        While hardware accelerators improve performance, they often lack flexibility and still require costly memory transfers.
        Existing compute in- and near-memory solutions reduce the memory bottleneck but introduce usability challenges related to constraints on data placement.
        ARCANE is a cache architecture that doubles as a tightly-coupled near-memory coprocessor.
        The embedded RISC-V cache controller executes custom instructions offloaded by the host CPU relying on near-memory vector processing units within the cache memory subsystem. This architecture hides memory synchronization and data mapping from application software, while offering software-based Instruction Set Architecture extensibility.
        Evaluations demonstrate up to an 84x speedup on 8-bit convolution layers over a traditional system-on-chip, incurring only a 41.3\% area overhead."
G7YSXG,Ultra Low Power RISC-V core:  Retention with Warm Restart Extension,talk,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_ULP_abstract_blind_PK8ImyM.pdf,Anne Merlande,"Energy saving is a top priority for STMicroelectronics products. For the STxP5 embedded CPU based on the RISC-V architecture, there is a particular focus on minimizing static power when the core is inactive. Additionally, it is important to optimize the CPU restart time, silicon area, implementation complexity, and software overhead. The Ultra Low Power Retention with Warm Restart Mode addresses these challenges by maximizing power savings and reducing drawbacks typically associated with resuming operation. This solution leverages the modular, scalable, customizable, and extensible nature of the RISC-V architecture by defining and implementing a custom RISC-V extension and tailored microarchitecture."
G8FEKT,Flying V: A Radiation-Hardened L1 Data Cache for RISC-V Aerospace Processors,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/flying-v_v2_p1ACmXu.pdf,César Fuguet,"Radiation-induced bit-flips in on-chip memories threaten the reliability of processor-based systems, particularly in aerospace applications. This work introduces ECC-based hardening for the HPDcache, an open-source L1 data cache compatible with RISC-V cores (e.g., CVA6). The design enables Single Error Correction and Double Error Detection (SECDED), thereby protecting SRAMs from transient faults. A scrubber further mitigates multi-bit errors by periodically refreshing cachelines. Implementation of an 8 KiB cache configuration in 45 nm technology shows a 2.1% core area overhead and an 8% clock frequency reduction. This is a first step towards a fully open-source RISC-V core with both safety features and a high-performance memory subsystem to address the increasing computing demand in aerospace applications."
G93SVJ,Accelerating the Poseidon2 S-box in a RISC-V SoC with a 4×4 CGRA,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/Accelerating_the_Poseidon2_S_box_YPhPpXS.pdf,Cristian Campos,"Cryptographic hash algorithms for zero-knowledge proof systems often rely on prime-field S-box kernels such as x⁷ mod p over 31-bit fields. We accelerate this class of S-box primitives on a 4×4 coarse-grained reconfigurable array (CGRA) integrated within a RISC-V SoC. As a case study, we use the BabyBear instantiation adopted by the state-of-the-art Poseidon2 hash function, employing Barrett reduction to avoid software division on the host core. Our mapping decomposes operands into 8-bit limbs across CGRA processing elements and exploits the toroidal mesh for carry propagation in 4 hops. Compared to a hand-optimized baseline, we achieve 1.26× speedup and 25.7% energy reduction; versus an automatic compiler, we improve by 6.6× speedup and save 82% energy. Cycle-accurate RTL simulation of a full Poseidon2 integration shows ~3.3× fewer cycles than the RISC-V host for the full 141-invocation workload at 100 MHz (even a ~1.3× reduction at 250 MHz)."
GE87GD,Machine Learning-Based Performance Estimation for RISC-V Virtual Prototypes,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_Europe_2026_4Qr6xZE.pdf,Caaliph Andriamisaina,"Early-stage performance estimation plays a critical role in HW/SW co-design. It enables SW development prior to silicon availability while guiding HW architectural exploration. These activities are inherently iterative and therefore require simulation environments that are sufficiently fast to evaluate SW optimizations and HW design alternatives efficiently.
Cycle-accurate simulators provide highly precise execution-time estimation but are often too slow for evaluating realistic workloads. Instruction Set Simulators (ISSs), in contrast, offer significantly higher simulation speed but lack accurate timing information. Abstract performance models represent a promising compromise; however, existing handcrafted approaches remain labor-intensive and difficult to generalize.
We present an automated methodology for generating Machine Learning (ML)-based performance models from cycle-accurate simulations and integrating them into fast ISS environments. The approach targets the 64-bit RISC-V core CVA6 and is implemented with the open-source emulator QEMU."
GJMGHA,UCAgent: An End-to-End Agent for Block-Level Functional Verification,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/riscv_europe_summit_ucagent_cf9hs1e.pdf,"wangsa, Fangyuan Song, Junyue Wang, YanPi, and yaozhicheng","Functional verification remains a critical bottleneck in modern IC development cycles. However, traditional methods, including constrained-random and formal verification, struggle to keep pace with the growing complexity of modern semiconductor designs.

While recent advances in Large Language Models (LLMs) have shown promise in code generation and task automation, significant challenges hinder the realization of end-to-end functional verification automation.
These challenges include (i) limited accuracy in generating Verilog/SystemVerilog verification code, (ii) the fragility of LLMs when executing complex, multi-step verification workflows, and (iii) the difficulty of maintaining verification consistency across specifications, coverage models, and test cases throughout the workflow.

To address these challenges, we propose UCAgent, an end-to-end agent that automates hardware block-level functional verification based on three core mechanisms.
First, we establish a pure Python verification environment using Picker and Toffee to avoid relying on LLM-generated SystemVerilog verification code.
Second, we introduce a configurable 31-stage fine-grained verification workflow to guide the LLM, where each stage is verified by an automated checker.
Furthermore, we propose a Verification Consistency Labeling Mechanism (VCLM) that assigns hierarchical labels to LLM-generated artifacts, improving the reliability and traceability of verification.

Experimental results show that UCAgent can complete end-to-end automated verification on multiple modules, including the UART, FPU, and integer divider modules, achieving up to 98.5\% code coverage and up to 100\% functional coverage. UCAgent also discovers previously unidentified design defects in realistic designs, demonstrating its practical potential."
H87VUG,CAGE-V: Confidential Computing Architecture supporting Guest Enclaves for RISC-V,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/template_IWj2Ozd.pdf,Moritz Waser,"Confidential VMs enable cloud service providers to operate a secure and trustworthy multi-tenant cloud infrastructure.
While confidential VMs ensure comprehensive protection for cloud workloads, such heavy-weight isolation is often omitted for serverless applications that co-locate thousands of cloud workers within the same process to optimize FaaS overheads through efficient context switches.
In this work, we present CAGE-V, a novel confidential computing architecture that supports lightweight enclave-based isolation for individual cloud workers running inside confidential VMs.
Guest enclaves support fast context switches within the confidential VM, as TLB entries are tagged with Domain Identifiers, eliminating overheads that stem from TLB flushes.
We present a CAGE-V prototype, consisting of a hardware extension for the CORE-V CVA6 processor and a small security monitor, and evaluate our design in terms of system performance, demonstrating a minor performance impact."
H8SWVM,Integration of CVA6 in ESP for ISA extensions and coherent multicore: with FFT-butterfly instruction,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_Europe_2026_uKe5AcJ.pdf,rodrigo olmos,"The RISC-V ecosystem is moving toward increasingly heterogeneous SoCs that combine multicore processors, hardware accelerators, and software programmability. In this work, we integrate the application-class CORE-V CVA6 processor into the open-source ESP framework, enabling ISA extensions within a coherent multicore platform. 
The integration preserves cache coherence, SMP correctness, and Linux-class software support, while providing a practical path to deploying custom instructions in ESP-based systems. To demonstrate the benefits of heterogeneity at the core level, we implement an FFT butterfly extension using a CV-X-IF-based flow with three custom instructions. Across FFT sizes from 16 to 1024 points, the proposed design achieves speedups of 1.37× to 1.45×.
These improvements are obtained with low hardware overhead, namely +0.23% at the platform level and +5% at the core level. Results show that ISA-level extensions can complement multi-accelerator architectures by providing efficient fine-grained acceleration for recurring DSP kernels."
HC7JS8,RIVIERA: A Programmable RISC V Edge Architecture for NFC Signal Processing,talk,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/2026-06_-_RIVIERA_A_Programmable_UKswauv.pdf,Luca Lingardo,"RIVIERA core, developed within Chips-JU TRISTAN Project, is a valid alternative to State-of-Art DSP architectures used in NFC Readers downlink signal processing. Instead of relying on custom hardware, RIVIERA employs an open source RISC-V core and its ISA extension interface to implement a software defined-radio (SDR) architecture, thus moving processing to the extreme edge of an NFC communication system. The first RIVIERA prototype targets decoding of NFC Type A tags responses and is ready by-design to cover other NFC standards and rates. By replacing hardened logic functions with SW data processing supported by a general-purpose DSP accelerator, RIVIERA reduces pre-silicon engineering effort, enables continuous post silicon improvements, and facilitates portability across SoCs designs and technology nodes. This work demonstrates how application-specific custom RISC V ISA extensions can effectively and efficiently handle RF baseband workloads, paving the way for the adoption of SDR architectures in RF communications for the IoT mass market."
HKZX8R,Towards Open User-Space Power-Management Communication Interfaces,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/XRCE_RISCV_summit-12_L4AzGyT.pdf,"Emanuele Venieri, and Antonio del Vecchio","Modern processors delegate power and thermal management to dedicated Power Control Systems (PCS), communicating through kernel-mediated interfaces such as SCMI or the emerging RPMI. 
Prior work has shown that end-to-end control quality is dominated by the power-management policy rather than by interface latency, leaving room to choose communication paradigms based on flexibility rather than raw latency. 
We integrate Micro XRCE-DDS on ControlPULP, a RISC-V–based PCS, connecting it to a user-space Agent on an ARM host via a custom shared-memory transport. 
This design removes protocol logic from kernel drivers and naturally supports multi-controller coordination through a shared middleware layer. Experiments on a ZCU102 FPGA at 20 MHz show 490 μs of active processing per publication, 0.8 MB/s throughput, and a memory footprint under 11.2 KB for 32 topics. The resulting latency is comparable to SCMI [1] while enabling a more flexible communication model."
HMZYAS,Vishwa: A Scalable RISC-V Based GPGPU,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/VISHWA_BLIND_NZSLRvQ.pdf,"Prachi Pandey, Vivian, and PRANOSE J EDAVOOR","The growing demand for artificial intelligence, scientific computing, and large-scale data analytics has significantly increased the need for massively parallel computing architectures. Modern GPUs provide high computational throughput by executing thousands of concurrent threads, but most existing GPU architectures remain proprietary, limiting open architectural innovation and research. This paper presents Vishwa, a scalable RISC-V based General Purpose GPU (GPGPU) architecture designed to enable open and extensible parallel computing platforms. The architecture adopts a hierarchical compute model composed of Vishwa Compute Clusters (VCLs) containing multiple Vishwa Compute Cores (VCCs) that execute threads using a Single Instruction Multiple Thread (SIMT) execution model. Each compute core integrates specialised Vishwa Matrix Cores (VMCs) designed to accelerate matrix-intensive operations commonly used in machine learning workloads. Work distribution across the architecture is managed by a global Vishwa Work Distributor (VWD) that schedules workloads across available compute clusters. The architecture is supported by a complete software ecosystem through the CHAKRA compiler stack, which integrates with LLVM to provide kernel compilation and runtime execution support. The compute core architecture has been implemented and validated on an FPGA platform, demonstrating functional correctness of the execution pipeline and SIMT execution model."
HZQQP9,RISCY Prefetchers,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISCY_Prefetchers_HAsujjS.pdf,Mohamed Soliman,"While hardware prefetchers accelerate memory performance, they inadvertently leave microarchitectural footprints that attackers can exploit. Previous work showed that instruction and data prefetchers on Intel, AMD and Apple processors are prone to microarchitectural side-channel attacks. In this paper we investigate the data stride prefetcher in the \textit{Xuantie C910} -- a server-grade RISC-V processor extensively deployed in cloud environments. Furthermore, we present the first microarchitectural attack targeting a hardware prefetcher on a RISC-V processors. In that regard, we port StrideRE on RISC-V processors to reverse engineer its hardware prefetcher. Finally, we provide two Proof-of-Concept (PoC) attacks: partial memory address disclosure and control flow leakage. We find that both attacks are effective across privilege levels."
K9TL88,RuyiSDK Package Manager - A Unified Package Management and Development Environment for RISC-V,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/Ruyi_Package_Manager_-_A_Unified_D0u3KrA.pdf,"Weilin Cai, and Yunxiang Luo","New RISC-V CPU cores are released every year, and while these cores typically conform to standardized RISC-V ISA profiles, vendors frequently introduce additional proprietary extensions. This growing diversity makes it difficult for developers to accurately determine the exact instruction sets supported by a specific CPU core, thereby complicating the selection of appropriate toolchains, firmware, and operating system images. The RuyiSDK Package Manager addresses this challenge by aggregating information on RISC-V CPUs, MCUs, and development boards together with their corresponding toolchains, firmware, and system images. It establishes a comprehensive mapping between CPU architectures, development boards, and required software resources. This mapping is maintained in a structured packages index, which provides a unified, metadata-driven representation of RISC-V hardware and software resources, along with associated download links. This paper presents the overall architecture and design of the RuyiSDK Package Manager, focusing on three core components: package management, virtual environment isolation, and device provisioning. The system currently supports most commercially available RISC-V development boards. Beyond toolchain integration, it lays the foundation for IDE integration and other developer utilities. By streamlining access to software resources and standardizing development workflows, the system lowers the barrier to entry for RISC-V software development, facilitates developer onboarding, and improves visibility into software support across heterogeneous RISC-V platforms."
KBLECB,Functional Verification Strategy of the CORE-V Floating-Point Unit (CVFPU) for RISC-V cores,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/abstract_itahir_c4zHDGk.pdf,Ihsane Tahir,"Floating-point unit (FPU) verification is inherently challenging due to IEEE-754 corner cases, multiple rounding modes, exception handling, subnormal behavior, and the large input space introduced by mixed precision. The CORE-V Floating-Point Unit (CVFPU) released as open source, provides a highly configurable multi-format implementation but lacks an industrial-grade functional verification framework. This work addresses that gap by proposing a structured UVM-based verification strategy tailored to its configurable architecture. The approach integrates a variable-precision C++ reference model, directed and constrained-random stimulus, assertion-based checks, and coverage-driven closure."
KGMSLQ,Lessons Learned from Designing Decoupled-Access Hardware Accelerators in a RISC-V Framework,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/hybrid_tile_AQqmCZ2.pdf,Xicu Marí,"Sparse tensor operations are critical for scientific computing but their irregular memory access patterns challenge traditional architectures. While domain-specific architectures offer efficiency, integration into mature SoCs often requires ISA modifications or complex driver development. This work addresses these challenges via a decoupled SpMV access unit integrated through Cohort, a coherent shared-memory queue interface communicating with a CVA6 RISC-V core. To mitigate the inter-tile communication overhead, we introduce a hybrid tiling approach that co-locates the access unit and the core in the same tile, enabling direct data delivery into the private cache. This hybrid architecture achieves significant performance gains, yielding geometric mean speedups of 1.33× and 1.50× for COO and CSR formats, respectively, over traditional multi-tile configurations. These results demonstrate that offloading memory traversal to a programmable data-flow engine, combined with optimized placement in the memory hierarchy, efficiently accelerates irregular workloads with minimal intrusion."
LNBB8V,RISCV-Perf: A Performance Modeling Framework  for RISC-V Processors Integrated with Spike,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISCV-Perf_final_ver_Zgs0GfT.pdf,Tsung-LI,"Microarchitectural performance evaluation is an essential step in modern processor design and architecture exploration. However, developing a cycle-accurate simulator from scratch requires implementing both instruction semantics and detailed microarchitectural models, which significantly increases development complexity.

This work presents RISCV-Perf, a lightweight performance modeling framework designed to integrate with the Spike RISC-V functional simulator. The framework decouples functional execution from cycle-level timing simulation through a minimal instruction interface that captures key instruction attributes such as program counters, operand registers, and memory access information. By reusing the functional correctness provided by Spike, RISCV-Perf focuses solely on modeling microarchitectural timing behavior.

RISCV-Perf adopts an execution-driven simulation approach, enabling cycle-level modeling of superscalar out-of-order processors without generating execution traces. The timing model represents major microarchitectural components including an instruction flow model, register renaming mechanism, memory operation pipelines, and cache hierarchy interactions. In addition, the framework is implemented using a modular policy-based design, allowing architectural components such as branch predictors and cache policies to be easily replaced or extended.

Experimental evaluation using the MiBench benchmark suite on an RV64GC configuration demonstrates that RISCV-Perf can effectively generate performance insights such as CPI behavior and branch prediction miss rates across workloads. These results show that the framework provides a practical platform for workload characterization and microarchitectural policy exploration."
LNTKNT,Heterogeneous Interrupts for Ultra-Low Latency Embedded RISC-V Systems,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/HETI_RV_compressed_3zCdbfq.pdf,Antti Nurmi,"Reactive real-time systems rely on preemption and, by extension, context switching (CS) to schedule critical tasks. Short, frequent interrupt routines may use a disproportinally large ammount of time and energy for CS rather than core application functionality. Replicated register files (RRFs) are an established solution for fast CS, but area-intensive and poorly scalable. This abstract presents the heterogeneous interrupt architecture, a solution for targeted use of RRFs that maintains area-efficiency, and the parallel context stack (PCS), a novel RRF microarchitecture. The proposed concepts are evaluated with implementations in TSMC 22-nm and a periodic task case study. The implementation in a RISC-V microcontroller system demonstrates a 1.2% area overhead with no timing detriment for the PCS, while the case study demonstrates a reduction in clock cycles and retired instructions of up to 26% and 21%, respectively."
LP7WTL,Energy-Efficiency Optimization of a RISC-V Floating-Point Unit for HPC-Oriented Architectures,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_2026_Energy_Effici_kwx6isE.pdf,Marco Crisologo,"As High-Performance Computing (HPC) advances towards the Exascale era, energy efficiency has become the primary design constraint. In HPC systems, the Floating-Point Unit (FPU) is instantiated in massive numbers to support parallel workloads, that require huge number of floating point computations. Consequently, the FPU becomes a dominant consumer of dynamic power within the chip. This work presents an energy-optimized FPU for RISC-V Vector Processing Units. To address the inefficiencies of standard unified FMA datapath, we propose a Split-Path FMA micro- architecture tailored for the RISC-V Vector specification. Our design integrates the physical separation of the arithmetic pipelines with vector-aware clock gating and operand isolation. Evaluated in a commercial 4nm technology at 2 GHz, the optimized design demonstrates up to a 29% increase in energy efficiency for mixed-arithmetic workloads and a 7.8% performance speedup in vector reduction-heavy kernels."
LQRAW3,SMSIC: Software-Interrupt MSI Controller for RISCV AIA in Large-Scale NoC Systems,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISCV-Summit-EU-SMSIC_NkyDp74.pdf,GUO Ren,"Advanced Interrupt Architecture (AIA) Incoming MSI Controller (IMSIC) is a message-signaled interrupt (MSI) solution designed for the RISC-V External interrupt. However, due to the lack of native support for Software-Interrupt, IPI was forced to mix with IMSIC interrupts. In large systems, inter-processor interrupts (IPIs) occur very frequently and in large numbers, far exceeding the number of device interrupts. To alleviate IPI pressure on the Network-on-Chip (NoC), an interrupt-forwarding router is typically designed. However, the requirement for 2048 interrupt sources in the AIA IMSIC consumes a significant amount of SRAM in the BITMAP design, increasing chip area and cost. To improve IPI doorbell efficiency, hardware logic for merge-and-absorption based on BITMAP also needs to be designed per-hart at the transmitter, but AIA IMSIC's large interrupt sources design makes this design expensive. Furthermore, IMSIC's IPI allows any MSI-capable device to forge an IPI by sending a specific interrupt number, causing unnecessary disruption. To bridge this gap, propose a Software MSI Controller (SMSIC) for AIA, an optional RISC-V hardware component tightly coupled to each hart. The idea of architecturally separating IPIs from external interrupts not only reduces the cost of improving IPI performance in large systems but also aligns with the original intent of the Software Interrupt design in the RISC-V Privileged Specification."
LSXU7K,Wolvrix: A SystemVerilog-Native Graph Infrastructure for RTL Research,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/Wolvrix_A_SystemVerilog-Native_G_ybOAOMZ.pdf,Haojin Tang,"We present **Wolvrix**, an open-source infrastructure that ingests Verilog-2005/SystemVerilog into GRH (Graph RTL Hierarchy), an SSA-based graph intermediate representation, and supports composable transformation passes with Verilog re-emission. Wolvrix models complex SystemVerilog semantics, including multi-event registers, multi-port memories, blackboxes, cross-module references, and DPI-C calls, within a uniform graph structure amenable to analysis and transformation. We describe GRH and Wolvrix's architecture, and present roundtrip re-emission on XiangShan and XuanTie C910 plus RepCut partitioning on XiangShan."
LZ7U8Y,Using RISC-V E-Trace for effective insights for RISC-V Vector Optimizations,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/riscv_summit_europe_2026_etrace__aaxfYOS.pdf,Harry van Haaren,"RISC-V E-Trace is a powerful tool for observing the execution of a CPU. Optimizing code to use RISC-V Vector instructions brings novel challenges, and gaining real-time insight into the code as it executes helps quickly iterate to better solutions. The ability of E-Trace to capture runtime ""vector length"" (vl CSR) and instruction execution, together with its very compressed nature makes it an ideal choice as a tracing format. This keeps traces small, allows live-streaming E-Trace data for post-processing, and ultimately allows the software developer to easily understand the utilization of the vector unit. The end result is a very powerful workflow allowing fast iteration and development of low-level optimized software, with the execution of the code underpinned by QEMU and the RISC-V E-Trace format."
M8ABDU,Towards a Secure RISC-V Platform: The Environment Around the CVA6-Core,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/2026_03_09_RISC_V_Summit_Europe__TnYljD0.pdf,Lukas Füreder,"The rising adoption of RISC-V in real-world applications raises the requirement of security solutions within its processors. Secure boot enables the product owner to control which software may be booted on it, preventing execution of malicious software. That requires a hardware root-of-trust, typically in conjunction with public key cryptography, establishing the infrastructure to verify software. We propose a secure boot concept for the widely adopted CVA6 core with revocation capabilities. We also modernized the CVA6 software stack to be able to continue the verification steps in later software stages and leverage modern security hardware extensions."
